,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,duration,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
2714,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,SupportVectorsMachine,0:01:27.444253,0.8578616352201258,0.8600884765060056,0.862735043973632,0.8578616352201258,"[[ 82  51]
 [ 62 600]]","{'0.0': {'precision': 0.5694444444444444, 'recall': 0.6165413533834586, 'f1-score': 0.592057761732852, 'support': 133}, '1.0': {'precision': 0.9216589861751152, 'recall': 0.9063444108761329, 'f1-score': 0.913937547600914, 'support': 662}, 'accuracy': 0.8578616352201258, 'macro avg': {'precision': 0.7455517153097798, 'recall': 0.7614428821297958, 'f1-score': 0.752997654666883, 'support': 795}, 'weighted avg': {'precision': 0.862735043973632, 'recall': 0.8578616352201258, 'f1-score': 0.8600884765060056, 'support': 795}}",
2715,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,RandomForest,0:00:40.911001,0.1761006289308176,0.06791464326601666,0.7682771349774087,0.1761006289308176,"[[132   1]
 [654   8]]","{'0.0': {'precision': 0.16793893129770993, 'recall': 0.9924812030075187, 'f1-score': 0.2872687704026115, 'support': 133}, '1.0': {'precision': 0.8888888888888888, 'recall': 0.012084592145015106, 'f1-score': 0.02384500745156483, 'support': 662}, 'accuracy': 0.1761006289308176, 'macro avg': {'precision': 0.5284139100932994, 'recall': 0.5022828975762669, 'f1-score': 0.15555688892708816, 'support': 795}, 'weighted avg': {'precision': 0.7682771349774087, 'recall': 0.1761006289308176, 'f1-score': 0.06791464326601666, 'support': 795}}",
2716,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,DecisionTree,0:00:00.979525,0.1861635220125786,0.08564085702995007,0.8612304467021449,0.1861635220125786,"[[133   0]
 [647  15]]","{'0.0': {'precision': 0.17051282051282052, 'recall': 1.0, 'f1-score': 0.2913472070098576, 'support': 133}, '1.0': {'precision': 1.0, 'recall': 0.022658610271903322, 'f1-score': 0.04431314623338257, 'support': 662}, 'accuracy': 0.1861635220125786, 'macro avg': {'precision': 0.5852564102564103, 'recall': 0.5113293051359517, 'f1-score': 0.1678301766216201, 'support': 795}, 'weighted avg': {'precision': 0.8612304467021449, 'recall': 0.1861635220125786, 'f1-score': 0.08564085702995008, 'support': 795}}",
2717,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,GaussianNaiveBayes,0:00:00.035764,0.8855345911949686,0.8661292454960291,0.8831466374285785,0.8855345911949686,"[[ 50  83]
 [  8 654]]","{'0.0': {'precision': 0.8620689655172413, 'recall': 0.37593984962406013, 'f1-score': 0.5235602094240838, 'support': 133}, '1.0': {'precision': 0.8873812754409769, 'recall': 0.9879154078549849, 'f1-score': 0.9349535382416011, 'support': 662}, 'accuracy': 0.8855345911949686, 'macro avg': {'precision': 0.8747251204791091, 'recall': 0.6819276287395225, 'f1-score': 0.7292568738328424, 'support': 795}, 'weighted avg': {'precision': 0.8831466374285785, 'recall': 0.8855345911949686, 'f1-score': 0.866129245496029, 'support': 795}}",
2718,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,K-NearestNeighbors,0:00:00.226947,0.4553459119496856,0.5052157637049364,0.7931046702975535,0.4553459119496856,"[[108  25]
 [408 254]]","{'0.0': {'precision': 0.20930232558139536, 'recall': 0.8120300751879699, 'f1-score': 0.33281972265023113, 'support': 133}, '1.0': {'precision': 0.910394265232975, 'recall': 0.38368580060422963, 'f1-score': 0.5398512221041445, 'support': 662}, 'accuracy': 0.45534591194968554, 'macro avg': {'precision': 0.5598482954071852, 'recall': 0.5978579378960998, 'f1-score': 0.43633547237718784, 'support': 795}, 'weighted avg': {'precision': 0.7931046702975535, 'recall': 0.45534591194968554, 'f1-score': 0.5052157637049364, 'support': 795}}",
2719,G07,"(18855, 85)","(795, 85)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:37.265192,0.4339622641509434,0.4808833199234077,0.7899239043446414,0.4339622641509434,"[[109  24]
 [426 236]]","{'0.0': {'precision': 0.20373831775700935, 'recall': 0.8195488721804511, 'f1-score': 0.3263473053892215, 'support': 133}, '1.0': {'precision': 0.9076923076923077, 'recall': 0.3564954682779456, 'f1-score': 0.5119305856832971, 'support': 662}, 'accuracy': 0.4339622641509434, 'macro avg': {'precision': 0.5557153127246586, 'recall': 0.5880221702291983, 'f1-score': 0.4191389455362593, 'support': 795}, 'weighted avg': {'precision': 0.7899239043446414, 'recall': 0.4339622641509434, 'f1-score': 0.4808833199234077, 'support': 795}}",
2720,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,LSTM,0:05:19.070556,0.0750771313905716,0.08355977386236191,0.0750771313905716,0.0750771313905716,"[[ 219    0]
 [2698    0]]","{'0': {'precision': 0.0750771340418238, 'recall': 1.0, 'f1-score': 0.1396683673469388, 'support': 219}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2698}, 'accuracy': 0.0750771340418238, 'macro avg': {'precision': 0.0375385670209119, 'recall': 0.5, 'f1-score': 0.0698341836734694, 'support': 2917}, 'weighted avg': {'precision': 0.005636576055933977, 'recall': 0.0750771340418238, 'f1-score': 0.01048590073670881, 'support': 2917}}",1.2675384283065796
2722,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,SupportVectorsMachine,0:00:46.729743,0.9150684931506852,0.9126307177647588,0.9104736801485424,0.9150684931506852,"[[  85  137]
 [ 111 2587]]","{'0.0': {'precision': 0.4336734693877551, 'recall': 0.38288288288288286, 'f1-score': 0.4066985645933014, 'support': 222}, '1.0': {'precision': 0.9497063142437592, 'recall': 0.9588584136397331, 'f1-score': 0.9542604205090373, 'support': 2698}, 'accuracy': 0.915068493150685, 'macro avg': {'precision': 0.6916898918157571, 'recall': 0.670870648261308, 'f1-score': 0.6804794925511694, 'support': 2920}, 'weighted avg': {'precision': 0.9104736801485424, 'recall': 0.915068493150685, 'f1-score': 0.9126307177647587, 'support': 2920}}",
2723,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,RandomForest,0:00:36.191563,0.07602739726027398,0.010743527811445464,0.0057801651341715145,0.07602739726027398,"[[ 222    0]
 [2698    0]]","{'0.0': {'precision': 0.07602739726027398, 'recall': 1.0, 'f1-score': 0.1413112667091025, 'support': 222}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2698}, 'accuracy': 0.07602739726027398, 'macro avg': {'precision': 0.03801369863013699, 'recall': 0.5, 'f1-score': 0.07065563335455124, 'support': 2920}, 'weighted avg': {'precision': 0.0057801651341715145, 'recall': 0.07602739726027398, 'f1-score': 0.010743527811445464, 'support': 2920}}",
2724,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,DecisionTree,0:00:00.900767,0.07602739726027398,0.019647065710578008,0.4674543852668675,0.07602739726027398,"[[ 208   14]
 [2684   14]]","{'0.0': {'precision': 0.07192254495159059, 'recall': 0.9369369369369369, 'f1-score': 0.1335902376364804, 'support': 222}, '1.0': {'precision': 0.5, 'recall': 0.005189028910303929, 'f1-score': 0.010271460014673514, 'support': 2698}, 'accuracy': 0.07602739726027398, 'macro avg': {'precision': 0.2859612724757953, 'recall': 0.4710629829236204, 'f1-score': 0.07193084882557696, 'support': 2920}, 'weighted avg': {'precision': 0.4674543852668675, 'recall': 0.07602739726027398, 'f1-score': 0.019647065710578008, 'support': 2920}}",
2725,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,GaussianNaiveBayes,0:00:00.044204,0.9243150684931508,0.8965238573399009,0.8971392739541395,0.9243150684931508,"[[  15  207]
 [  14 2684]]","{'0.0': {'precision': 0.5172413793103449, 'recall': 0.06756756756756757, 'f1-score': 0.11952191235059763, 'support': 222}, '1.0': {'precision': 0.9283984780352819, 'recall': 0.9948109710896961, 'f1-score': 0.9604580425836464, 'support': 2698}, 'accuracy': 0.9243150684931507, 'macro avg': {'precision': 0.7228199286728134, 'recall': 0.5311892693286319, 'f1-score': 0.5399899774671221, 'support': 2920}, 'weighted avg': {'precision': 0.8971392739541395, 'recall': 0.9243150684931507, 'f1-score': 0.896523857339901, 'support': 2920}}",
2726,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,K-NearestNeighbors,0:00:00.332811,0.36506849315068496,0.465712714057273,0.8807460862157099,0.36506849315068496,"[[ 171   51]
 [1803  895]]","{'0.0': {'precision': 0.08662613981762918, 'recall': 0.7702702702702703, 'f1-score': 0.1557377049180328, 'support': 222}, '1.0': {'precision': 0.9460887949260042, 'recall': 0.3317272053372869, 'f1-score': 0.49121844127332603, 'support': 2698}, 'accuracy': 0.36506849315068496, 'macro avg': {'precision': 0.5163574673718166, 'recall': 0.5509987378037786, 'f1-score': 0.32347807309567944, 'support': 2920}, 'weighted avg': {'precision': 0.88074608621571, 'recall': 0.36506849315068496, 'f1-score': 0.46571271405727294, 'support': 2920}}",
2727,G08,"(16730, 85)","(2920, 85)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:03:53.269678,0.3739726027397261,0.47706391808267795,0.8760682706593993,0.3739726027397261,"[[ 164   58]
 [1770  928]]","{'0.0': {'precision': 0.08479834539813857, 'recall': 0.7387387387387387, 'f1-score': 0.15213358070500926, 'support': 222}, '1.0': {'precision': 0.9411764705882353, 'recall': 0.34395848776871757, 'f1-score': 0.503800217155266, 'support': 2698}, 'accuracy': 0.37397260273972605, 'macro avg': {'precision': 0.5129874079931869, 'recall': 0.5413486132537282, 'f1-score': 0.32796689893013764, 'support': 2920}, 'weighted avg': {'precision': 0.8760682706593993, 'recall': 0.37397260273972605, 'f1-score': 0.477063918082678, 'support': 2920}}",
2728,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,LSTM,0:05:46.016964,1.0,1.0,1.0,1.0,"[[589   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 589}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 589}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 589}}",0.05103064700961113
2730,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,SupportVectorsMachine,0:01:36.510773,0.9239864864864864,0.9604916593503072,1.0,0.9239864864864864,"[[547  45]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9239864864864865, 'f1-score': 0.9604916593503073, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9239864864864865, 'macro avg': {'precision': 0.5, 'recall': 0.46199324324324326, 'f1-score': 0.48024582967515367, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9239864864864865, 'f1-score': 0.9604916593503073, 'support': 592}}",
2731,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,RandomForest,0:00:43.704825,0.9983108108108107,0.9991546914623836,1.0,0.9983108108108107,"[[591   1]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9983108108108109, 'f1-score': 0.9991546914623838, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9983108108108109, 'macro avg': {'precision': 0.5, 'recall': 0.49915540540540543, 'f1-score': 0.4995773457311919, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.9983108108108109, 'f1-score': 0.9991546914623837, 'support': 592}}",
2732,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,DecisionTree,0:00:00.982773,0.7466216216216216,0.8549323017408125,1.0,0.7466216216216216,"[[442 150]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7466216216216216, 'f1-score': 0.8549323017408125, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7466216216216216, 'macro avg': {'precision': 0.5, 'recall': 0.3733108108108108, 'f1-score': 0.42746615087040624, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.7466216216216216, 'f1-score': 0.8549323017408125, 'support': 592}}",
2733,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,GaussianNaiveBayes,0:00:00.034450,0.7618243243243243,0.8648130393096836,1.0,0.7618243243243243,"[[451 141]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7618243243243243, 'f1-score': 0.8648130393096836, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7618243243243243, 'macro avg': {'precision': 0.5, 'recall': 0.38091216216216217, 'f1-score': 0.4324065196548418, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.7618243243243243, 'f1-score': 0.8648130393096836, 'support': 592}}",
2734,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,K-NearestNeighbors,0:00:00.198513,0.8834459459459459,0.9381165919282509,1.0,0.8834459459459459,"[[523  69]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8834459459459459, 'f1-score': 0.938116591928251, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8834459459459459, 'macro avg': {'precision': 0.5, 'recall': 0.44172297297297297, 'f1-score': 0.4690582959641255, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.8834459459459459, 'f1-score': 0.938116591928251, 'support': 592}}",
2735,G09,"(19058, 85)","(592, 85)","{0.0: 13303, 1.0: 5755}",{0.0: 592},feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:21.038609,0.8648648648648649,0.927536231884058,1.0,0.8648648648648649,"[[512  80]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8648648648648649, 'f1-score': 0.927536231884058, 'support': 592}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8648648648648649, 'macro avg': {'precision': 0.5, 'recall': 0.43243243243243246, 'f1-score': 0.463768115942029, 'support': 592}, 'weighted avg': {'precision': 1.0, 'recall': 0.8648648648648649, 'f1-score': 0.9275362318840581, 'support': 592}}",
2736,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,LSTM,0:05:51.707848,0.9785522818565368,0.9791666865348816,0.9785522818565368,0.9785522818565368,"[[298   4]
 [  4  67]]","{'0': {'precision': 0.9867549668874173, 'recall': 0.9867549668874173, 'f1-score': 0.9867549668874173, 'support': 302}, '1': {'precision': 0.9436619718309859, 'recall': 0.9436619718309859, 'f1-score': 0.9436619718309859, 'support': 71}, 'accuracy': 0.9785522788203753, 'macro avg': {'precision': 0.9652084693592016, 'recall': 0.9652084693592016, 'f1-score': 0.9652084693592016, 'support': 373}, 'weighted avg': {'precision': 0.9785522788203753, 'recall': 0.9785522788203753, 'f1-score': 0.9785522788203753, 'support': 373}}",0.1992744207382202
2738,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,SupportVectorsMachine,0:01:39.806198,0.6914893617021277,0.6632209286765689,0.6371729767950121,0.6914893617021277,"[[260  45]
 [ 71   0]]","{'0.0': {'precision': 0.7854984894259819, 'recall': 0.8524590163934426, 'f1-score': 0.8176100628930817, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 71}, 'accuracy': 0.6914893617021277, 'macro avg': {'precision': 0.39274924471299094, 'recall': 0.4262295081967213, 'f1-score': 0.40880503144654085, 'support': 376}, 'weighted avg': {'precision': 0.637172976795012, 'recall': 0.6914893617021277, 'f1-score': 0.6632209286765689, 'support': 376}}",
2739,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,RandomForest,0:00:42.558590,0.8457446808510638,0.7991865812448052,0.8703915362522713,0.8457446808510638,"[[305   0]
 [ 58  13]]","{'0.0': {'precision': 0.8402203856749312, 'recall': 1.0, 'f1-score': 0.9131736526946108, 'support': 305}, '1.0': {'precision': 1.0, 'recall': 0.18309859154929578, 'f1-score': 0.30952380952380953, 'support': 71}, 'accuracy': 0.8457446808510638, 'macro avg': {'precision': 0.9201101928374655, 'recall': 0.5915492957746479, 'f1-score': 0.6113487311092102, 'support': 376}, 'weighted avg': {'precision': 0.8703915362522713, 'recall': 0.8457446808510638, 'f1-score': 0.7991865812448052, 'support': 376}}",
2740,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,DecisionTree,0:00:00.998580,0.8457446808510638,0.8495334079880553,0.8547446051653287,0.8457446808510638,"[[271  34]
 [ 24  47]]","{'0.0': {'precision': 0.9186440677966101, 'recall': 0.8885245901639345, 'f1-score': 0.9033333333333333, 'support': 305}, '1.0': {'precision': 0.5802469135802469, 'recall': 0.6619718309859155, 'f1-score': 0.6184210526315791, 'support': 71}, 'accuracy': 0.8457446808510638, 'macro avg': {'precision': 0.7494454906884285, 'recall': 0.775248210574925, 'f1-score': 0.7608771929824563, 'support': 376}, 'weighted avg': {'precision': 0.8547446051653287, 'recall': 0.8457446808510638, 'f1-score': 0.8495334079880553, 'support': 376}}",
2741,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,GaussianNaiveBayes,0:00:00.032840,0.6462765957446809,0.6368800054996048,0.627752744274292,0.6462765957446809,"[[243  62]
 [ 71   0]]","{'0.0': {'precision': 0.7738853503184714, 'recall': 0.7967213114754098, 'f1-score': 0.7851373182552505, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 71}, 'accuracy': 0.6462765957446809, 'macro avg': {'precision': 0.3869426751592357, 'recall': 0.3983606557377049, 'f1-score': 0.39256865912762523, 'support': 376}, 'weighted avg': {'precision': 0.627752744274292, 'recall': 0.6462765957446809, 'f1-score': 0.6368800054996048, 'support': 376}}",
2742,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,K-NearestNeighbors,0:00:00.185351,0.8297872340425532,0.8056259500144793,0.8055281712110814,0.8297872340425532,"[[291  14]
 [ 50  21]]","{'0.0': {'precision': 0.8533724340175953, 'recall': 0.9540983606557377, 'f1-score': 0.9009287925696595, 'support': 305}, '1.0': {'precision': 0.6, 'recall': 0.29577464788732394, 'f1-score': 0.39622641509433965, 'support': 71}, 'accuracy': 0.8297872340425532, 'macro avg': {'precision': 0.7266862170087977, 'recall': 0.6249365042715308, 'f1-score': 0.6485776038319996, 'support': 376}, 'weighted avg': {'precision': 0.8055281712110814, 'recall': 0.8297872340425532, 'f1-score': 0.8056259500144793, 'support': 376}}",
2743,G11,"(19274, 85)","(376, 85)","{0.0: 13590, 1.0: 5684}","{0.0: 305, 1.0: 71}",feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:00:44.713438,0.8005319148936171,0.7831477591487644,0.7744705379418608,0.8005319148936171,"[[280  25]
 [ 50  21]]","{'0.0': {'precision': 0.8484848484848485, 'recall': 0.9180327868852459, 'f1-score': 0.8818897637795275, 'support': 305}, '1.0': {'precision': 0.45652173913043476, 'recall': 0.29577464788732394, 'f1-score': 0.358974358974359, 'support': 71}, 'accuracy': 0.800531914893617, 'macro avg': {'precision': 0.6525032938076416, 'recall': 0.6069037173862849, 'f1-score': 0.6204320613769433, 'support': 376}, 'weighted avg': {'precision': 0.7744705379418608, 'recall': 0.800531914893617, 'f1-score': 0.7831477591487644, 'support': 376}}",
2744,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,LSTM,0:05:44.436663,1.0,1.0,1.0,1.0,"[[747   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 747}}",0.10907280445098876
2746,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,SupportVectorsMachine,0:01:35.023023,0.9293333333333332,0.9633724948168626,1.0,0.9293333333333332,"[[697  53]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9293333333333333, 'f1-score': 0.9633724948168625, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9293333333333333, 'macro avg': {'precision': 0.5, 'recall': 0.4646666666666667, 'f1-score': 0.48168624740843125, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9293333333333333, 'f1-score': 0.9633724948168626, 'support': 750}}",
2747,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,RandomForest,0:00:42.430780,0.9986666666666668,0.9993328885923948,1.0,0.9986666666666668,"[[749   1]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9986666666666667, 'f1-score': 0.9993328885923949, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9986666666666667, 'macro avg': {'precision': 0.5, 'recall': 0.49933333333333335, 'f1-score': 0.49966644429619744, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9986666666666667, 'f1-score': 0.9993328885923949, 'support': 750}}",
2748,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,DecisionTree,0:00:00.970684,0.956,0.9775051124744376,1.0,0.956,"[[717  33]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.956, 'f1-score': 0.9775051124744376, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.956, 'macro avg': {'precision': 0.5, 'recall': 0.478, 'f1-score': 0.4887525562372188, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.956, 'f1-score': 0.9775051124744376, 'support': 750}}",
2749,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,GaussianNaiveBayes,0:00:00.035086,0.8186666666666667,0.9002932551319649,1.0,0.8186666666666667,"[[614 136]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8186666666666667, 'f1-score': 0.9002932551319648, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8186666666666667, 'macro avg': {'precision': 0.5, 'recall': 0.4093333333333333, 'f1-score': 0.4501466275659824, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.8186666666666667, 'f1-score': 0.9002932551319649, 'support': 750}}",
2750,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,K-NearestNeighbors,0:00:00.197447,0.932,0.9648033126293996,1.0,0.932,"[[699  51]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.932, 'f1-score': 0.9648033126293997, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.932, 'macro avg': {'precision': 0.5, 'recall': 0.466, 'f1-score': 0.48240165631469983, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.932, 'f1-score': 0.9648033126293996, 'support': 750}}",
2751,P231,"(18900, 85)","(750, 85)","{0.0: 13145, 1.0: 5755}",{0.0: 750},feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:27.041219,0.9226666666666666,0.959778085991678,1.0,0.9226666666666666,"[[692  58]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9226666666666666, 'f1-score': 0.9597780859916781, 'support': 750}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9226666666666666, 'macro avg': {'precision': 0.5, 'recall': 0.4613333333333333, 'f1-score': 0.47988904299583907, 'support': 750}, 'weighted avg': {'precision': 1.0, 'recall': 0.9226666666666666, 'f1-score': 0.9597780859916781, 'support': 750}}",
2752,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,LSTM,0:05:22.463510,1.0,1.0,1.0,1.0,"[[2788    0]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2788}}",0.3920704126358032
2754,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,SupportVectorsMachine,0:01:14.843504,0.824793980652096,0.9039858629491458,1.0,0.824793980652096,"[[2302  489]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.824793980652096, 'f1-score': 0.9039858629491458, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.824793980652096, 'macro avg': {'precision': 0.5, 'recall': 0.412396990326048, 'f1-score': 0.4519929314745729, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.824793980652096, 'f1-score': 0.9039858629491458, 'support': 2791}}",
2755,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,RandomForest,0:00:37.980878,0.999641705481906,0.999820820641462,1.0,0.999641705481906,"[[2790    1]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9996417054819061, 'f1-score': 0.999820820641462, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9996417054819061, 'macro avg': {'precision': 0.5, 'recall': 0.49982085274095306, 'f1-score': 0.499910410320731, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.9996417054819061, 'f1-score': 0.9998208206414619, 'support': 2791}}",
